0,CombatZoneResize,238,225,403,390,TLResume,,,,,,,,
0,HeartTeleport,C
0,HeartMode,0,,,,,,,,,,,,
0,TLPause
0.5,BoneC,24,320.5,307.5,180,0,200,240,240,0,1
0.1,BoneCScale,1,24,140,140,1,0,0

0.25,BoneC,4,320.5,307.5,180,0,200,240,240,0,25
0.1,BoneCScale,25,29,100,100,1,0,1

4,BoneCScale,1,24,240,240,1,1,0
0,BoneCScale,25,29,240,240,1,1,1


1.5,Slash,0,320,307.5,0,0.5,0,0
0,Slash,0,380,307.5,0,0.5,0,0
0,Slash,0,260,307.5,0,0.5,0,0

1,Slash,0,320,307.5,90,0.5,2

0,Slash,0,320,307.5,00,0.5,1

1,Slash,0,320,307.5,0,0.25
0.1,Slash,0,320,307.5,10,0.25
0.1,Slash,0,320,307.5,20,0.25
0.1,Slash,0,320,307.5,30,0.25
0.1,Slash,0,320,307.5,40,0.25
0.1,Slash,0,320,307.5,50,0.25
0.1,Slash,0,320,307.5,60,0.25
0.1,Slash,0,320,307.5,70,0.25
0.1,Slash,0,320,307.5,80,0.25
0.1,Slash,0,320,307.5,90,0.25
0.1,Slash,0,320,307.5,100,0.25
0.1,Slash,0,320,307.5,110,0.25
0.1,Slash,0,320,307.5,120,0.25
0.1,Slash,0,320,307.5,130,0.25
0.1,Slash,0,320,307.5,140,0.25
0.1,Slash,0,320,307.5,150,0.25
0.1,Slash,0,320,307.5,160,0.25
0.1,Slash,0,320,307.5,170,0.25
0.1,Slash,0,320,307.5,180,0.25
0.1,Slash,0,320,307.5,190,0.25
0.1,Slash,0,320,307.5,200,0.25
0.1,Slash,0,320,307.5,210,0.25
0.1,Slash,0,320,307.5,220,0.25
0.1,Slash,0,320,307.5,230,0.25
0.1,Slash,0,320,307.5,240,0.25
0.1,Slash,0,320,307.5,250,0.25
0.1,Slash,0,320,307.5,260,0.25
0.1,Slash,0,320,307.5,270,0.25
0.1,Slash,0,320,307.5,280,0.25
0.1,Slash,0,320,307.5,290,0.25
0.1,Slash,0,320,307.5,300,0.25
0.1,Slash,0,320,307.5,310,0.25
0.1,Slash,0,320,307.5,320,0.25
0.1,Slash,0,320,307.5,330,0.25
0.1,Slash,0,320,307.5,340,0.25
0.1,Slash,0,320,307.5,350,0.25


1,BoneB,320,100,1,10,10,200
5,EndAttack



